Schooling,Income composition of resources, BMI ,Polio,Diphtheria ,GDP,Alcohol,percentage expenditure,Total expenditure,Hepatitis B,under-five deaths , thinness 5-9 years, thinness  1-19 years, HIV/AIDS,Adult Mortality,Country,Status
1.7607065486813624,1.5566747715869105,0.4214170629227152,0.44584796744464994,0.44652556457557074,-0.3460936390040435,0.3630419699851682,0.44008354669467586,1.532604463615708,0.43850087211902156,-1.0942973841603831,-1.379930549697453,-1.3235533646525564,-0.542590203397076,-0.8336647491982557,119,0
0.11214582284502252,0.05984978209287428,-0.5051382378212081,-0.3590948518867038,-0.17530911829883156,0.8918224562742729,1.0986915237007018,0.8500339947827821,-1.2510819761644925,-0.6206414367069967,-0.3151789493271284,0.7455277765027744,0.7724617425304208,2.4607178264984357,0.9275737698419482,59,1
1.045293403507102,-3.1583239453193044,0.09080850997733332,0.7678250951771914,0.7574429060127719,0.8630990902410324,1.0738384982373392,0.969039964294929,-0.07430490978510772,0.791548308394361,-1.0942973841603831,0.09695270352967175,0.06639062769900515,-0.542590203397076,0.2649540399774626,65,1
-1.0581767679020024,-0.2563544969377407,1.1748640226394422,0.01654513046792795,0.031969109325969206,-0.4398440821130024,-0.5888289052616201,-1.4611942839651137,0.785959704257753,0.08545343584368213,-1.0942973841603831,-1.8658600269047112,-1.898142457904633,-0.542590203397076,0.4149762130842314,106,1
0.423195016399049,0.21951111430557166,0.30080879253491477,-1.2847790941177606,-0.34372267824398217,0.06222615059884477,-0.094253698540704,0.6344648281840163,-0.39081736212163165,0.2031359146021286,0.667897871376815,-0.8988368469890003,-0.9158759151028141,-0.13804889479537183,0.11617174502068112,125,1
0.17435566155582757,0.6136750282056678,-0.3632461550120316,0.6604993859330109,0.6538037922003715,0.8162436638674228,-1.0262421534168022,0.7643319067290631,-0.8006604093779003,0.6150245902566912,-0.1897688926183818,0.9758337628927453,1.0036657386569727,-0.542590203397076,0.025198246395113227,99,1
0.6720343712422698,0.5987067783107274,0.26107900934834516,-0.5267912725807358,0.23924733695076997,0.6588182664151837,0.7582050748526341,-0.480330791042012,-0.04995779806691334,0.32081839336057505,-1.0942973841603831,0.152764927797077,0.15230245039760032,-0.2280376841663999,-0.06434110442648344,13,1
-0.5099525642630304,-3.1583239453193044,0.06810577672786515,0.7141622405551011,0.7056233491065717,-2.4075411992958062,-0.5018433161398509,-1.348814958991775,-1.5351316128767578,0.7327070690151377,0.14057611867088557,-0.0852780660740948,-0.0894928586335764,-0.542590203397076,0.7141091577790207,168,1
1.7607065486813624,1.1126166913703464,0.8683771237716209,0.5531736766888304,0.7056233491065717,1.5220096065531499,1.0788091033300116,1.44603078278439,0.6033563663712966,0.2031359146021286,-1.0942973841603831,-1.3001877293258923,-1.2469341068592084,-0.542590203397076,-2.7862095402156575,57,1
0.4542999357544515,0.049870948829580694,-1.4011867407611578,0.5531736766888304,0.5501646783879711,0.3951304408620605,-1.1209943129958722,0.7491704127806966,-0.4800901050883439,0.6738658296359145,-1.0942973841603831,0.7275259842050988,0.7544091280785367,-0.429099515039746,-0.10223001238002809,27,1
